Heures_Etudiees,Presence,Implication_Parentale,Acces_aux_Ressources,Activites_Extrascolaires,Heures_Sommeil,Scores_Precedents,Niveau_Motivation,Acces_Internet,Sessions_Tutorat,Revenu_Famille,Qualite_Enseignant,Type_Ecole,Influence_Entourage,Activite_Physique,Troubles_Apprentissage,Niveau_Education_Parents,Distance_Maison,Genre,Score_Examen
19,93,Moyen,Haut,Non,7,95,Bas,Oui,3,Moyen,Moyen,Privee,Negative,3,Non,Lycee,Proche,Femme,71
9,67,Moyen,Haut,Oui,8,54,Moyen,Oui,3,Moyen,Haut,Privee,Positif,5,Non,Licence,Moderee,Homme,63
13,72,Moyen,Haut,Non,8,56,Bas,Oui,1,Bas,Haut,Publique,Positif,4,Non,Master,Moderee,Femme,64
21,93,Bas,Moyen,Non,9,70,Moyen,Oui,0,Moyen,Haut,Publique,Neutre,1,Non,Master,Loin,Femme,68
27,80,Bas,Bas,Oui,7,84,Bas,Oui,4,Bas,Moyen,Publique,Positif,3,Non,Licence,Moderee,Homme,68
14,67,Haut,Moyen,Oui,5,86,Moyen,Non,0,Haut,Moyen,Publique,Positif,4,Non,Licence,Moderee,Femme,64
31,84,Moyen,Moyen,Non,5,87,Haut,Oui,0,Moyen,Moyen,Privee,Positif,3,Non,Licence,Moderee,Homme,71
21,95,Bas,Bas,Non,10,84,Bas,Oui,0,Haut,Moyen,Publique,Neutre,4,Oui,Lycee,Proche,Homme,67
17,74,Moyen,Moyen,Oui,8,87,Moyen,Oui,4,Bas,Bas,Publique,Positif,3,Non,Licence,Proche,Homme,67
16,62,Moyen,Moyen,Oui,7,79,Bas,Oui,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,63
28,88,Haut,Moyen,Non,8,79,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Loin,Homme,71
12,64,Haut,Bas,Oui,6,74,Haut,Oui,0,Moyen,Moyen,Publique,Positif,2,Non,Lycee,Moderee,Homme,61
14,85,Moyen,Moyen,Non,6,94,Bas,Oui,0,Haut,Moyen,Publique,Positif,4,Non,Licence,Proche,Homme,67
30,75,Moyen,Moyen,Non,8,73,Haut,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Licence,Proche,Homme,69
24,91,Bas,Bas,Oui,7,66,Haut,Oui,2,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,69
19,98,Moyen,Bas,Oui,6,96,Moyen,Non,2,Bas,Moyen,Privee,Negative,2,Non,Lycee,Moderee,Homme,68
32,62,Haut,Moyen,Non,7,86,Bas,Oui,0,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,67
7,98,Moyen,Moyen,Non,7,54,Haut,Oui,0,Moyen,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,66
20,77,Bas,Moyen,Non,8,56,Moyen,Oui,1,Moyen,Haut,Publique,Positif,4,Non,Licence,Moderee,Homme,65
22,85,Haut,Moyen,Non,6,66,Bas,Oui,0,Bas,Moyen,Privee,Positif,4,Non,Licence,Proche,Homme,68
19,82,Haut,Moyen,Non,8,82,Bas,Oui,2,Bas,Moyen,Privee,Negative,4,Non,Master,Proche,Femme,68
22,70,Haut,Bas,Non,7,99,Moyen,Oui,1,Bas,Haut,Privee,Positif,2,Non,Lycee,Moderee,Homme,66
15,88,Moyen,Haut,Oui,8,61,Bas,Oui,2,Moyen,Haut,Publique,Positif,4,Oui,Lycee,Proche,Homme,68
16,77,Moyen,Bas,Oui,7,69,Bas,Oui,1,Bas,Haut,Publique,Neutre,4,Non,Lycee,Proche,Femme,63
20,79,Moyen,Haut,Oui,4,79,Bas,Oui,0,Moyen,Haut,Privee,Neutre,4,Non,Lycee,Moderee,Homme,67
21,89,Haut,Moyen,Oui,7,51,Bas,Oui,1,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Femme,69
21,64,Moyen,Moyen,Non,9,82,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,64
12,74,Moyen,Moyen,Non,6,98,Haut,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Licence,Proche,Homme,65
17,82,Moyen,Moyen,Oui,7,59,Moyen,Oui,3,Moyen,Moyen,Publique,Positif,4,Non,Licence,Proche,Homme,68
3,70,Moyen,Moyen,Oui,7,58,Moyen,Oui,0,Moyen,Moyen,Privee,Neutre,2,Non,Lycee,Moderee,Homme,58
13,86,Moyen,Bas,Oui,5,54,Moyen,Oui,3,Haut,Haut,Publique,Neutre,3,Oui,Licence,Proche,Homme,66
24,66,Haut,Moyen,Oui,7,71,Bas,Oui,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,66
24,69,Moyen,Bas,Oui,6,69,Moyen,Oui,0,Bas,Haut,Privee,Neutre,4,Non,Licence,Proche,Homme,65
15,95,Moyen,Moyen,Non,9,56,Moyen,Non,3,Bas,Haut,Publique,Positif,1,Non,Lycee,Proche,Homme,67
23,62,Haut,Haut,Oui,7,67,Bas,Oui,1,Bas,Moyen,Publique,Negative,4,Non,Master,Moderee,Femme,65
23,66,Moyen,Moyen,Non,7,76,Bas,Oui,1,Haut,Moyen,Publique,Neutre,2,Non,Licence,Moderee,Homme,64
20,62,Moyen,Moyen,Non,4,98,Haut,Oui,1,Haut,Bas,Publique,Negative,4,Non,Lycee,Proche,Homme,64
15,96,Moyen,Bas,Non,5,70,Haut,Oui,4,Bas,Haut,Privee,Positif,3,Non,Licence,Proche,Homme,70
19,80,Haut,Moyen,Oui,6,69,Bas,Oui,1,Bas,Bas,Privee,Neutre,4,Oui,Licence,Proche,Homme,66
16,78,Moyen,Moyen,Oui,4,78,Moyen,Oui,5,Haut,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,68
29,76,Moyen,Haut,Oui,8,59,Moyen,Oui,4,Bas,Haut,Publique,Neutre,2,Non,Master,Proche,Homme,71
11,91,Haut,Bas,Oui,6,100,Bas,Oui,4,Bas,Moyen,Publique,Negative,2,Non,Master,Proche,Homme,68
25,65,Haut,Moyen,Non,5,90,Moyen,Oui,2,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Femme,68
12,92,Moyen,Moyen,Non,4,92,Haut,Oui,2,Moyen,Haut,Publique,Neutre,3,Oui,Lycee,Moderee,Homme,67
22,65,Bas,Haut,Oui,6,85,Moyen,Oui,2,Haut,Moyen,Publique,Positif,3,Oui,Master,Proche,Femme,66
14,70,Haut,Moyen,Oui,9,54,Moyen,Non,3,Moyen,Moyen,Publique,Positif,1,Non,Licence,Proche,Homme,64
16,95,Moyen,Bas,Oui,6,88,Bas,Oui,2,Haut,Haut,Publique,Positif,4,Non,Lycee,Proche,Femme,70
15,83,Moyen,Moyen,Non,7,97,Moyen,Oui,2,Bas,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,97
10,81,Moyen,Bas,Oui,7,85,Bas,Oui,1,Bas,Moyen,Publique,Neutre,2,Non,Licence,Proche,Homme,63
22,70,Moyen,Haut,Oui,8,72,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,67
27,76,Bas,Haut,Oui,8,67,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,69
16,93,Bas,Moyen,Non,7,71,Moyen,Oui,0,Moyen,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,67
23,73,Haut,Moyen,Oui,9,75,Moyen,Oui,0,Haut,Haut,Privee,Positif,3,Non,Lycee,Moderee,Femme,68
21,88,Haut,Haut,Oui,7,92,Haut,Oui,2,Moyen,Moyen,Publique,Positif,3,Non,Master,Proche,Femme,74
27,71,Moyen,Bas,Non,8,69,Moyen,Oui,1,Haut,Moyen,Publique,Positif,4,Non,Licence,Proche,Homme,67
31,90,Haut,Haut,Non,7,61,Bas,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,72
18,94,Moyen,Moyen,Oui,4,71,Moyen,Oui,3,Haut,Bas,Publique,Positif,3,Non,Licence,Proche,Femme,71
17,81,Moyen,Haut,Non,7,80,Haut,Oui,1,Bas,Moyen,Publique,Negative,3,Non,Master,Proche,Femme,67
20,60,Moyen,Moyen,Oui,8,67,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,4,Non,Master,Moderee,Femme,63
25,92,Moyen,Haut,Oui,5,85,Bas,Oui,1,Bas,Moyen,Publique,Negative,1,Non,Licence,Proche,Homme,71
33,88,Moyen,Bas,Non,9,84,Moyen,Oui,1,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,70
23,97,Moyen,Haut,Non,7,95,Moyen,Oui,0,Moyen,Haut,Privee,Positif,4,Non,Master,Moderee,Femme,74
20,69,Moyen,Haut,Oui,7,97,Moyen,Oui,3,Moyen,Haut,Publique,Positif,3,Oui,Licence,Proche,Femme,68
21,74,Moyen,Moyen,Oui,5,52,Moyen,Oui,3,Moyen,Moyen,Privee,Positif,1,Non,Lycee,Proche,Homme,66
23,64,Moyen,Haut,Oui,8,68,Bas,Oui,3,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,66
26,79,Moyen,Haut,Non,6,88,Moyen,Oui,1,Bas,Haut,Publique,Positif,3,Oui,Licence,Proche,Homme,70
16,89,Haut,Moyen,Non,8,54,Moyen,Oui,2,Bas,Haut,Privee,Positif,2,Non,Licence,Moderee,Homme,68
25,72,Moyen,Moyen,Oui,8,52,Bas,Oui,0,Moyen,Moyen,Privee,Positif,2,Non,Master,Proche,Homme,66
19,93,Bas,Moyen,Oui,7,83,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,69
17,82,Moyen,Moyen,Oui,5,66,Moyen,Oui,1,Moyen,Bas,Publique,Positif,3,Non,Lycee,Proche,Femme,66
12,72,Moyen,Moyen,Non,6,50,Haut,Oui,1,Bas,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,62
26,81,Haut,Bas,Non,8,60,Haut,Oui,2,Bas,Haut,Publique,Positif,5,Non,Master,Proche,Femme,71
13,83,Haut,Moyen,Non,7,89,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,4,Non,Master,Proche,Femme,68
15,65,Bas,Haut,Oui,8,52,Moyen,Oui,4,Bas,Moyen,Privee,Neutre,3,Oui,Lycee,Moderee,Femme,61
23,78,Haut,Moyen,Non,8,94,Moyen,Oui,1,Haut,Moyen,Privee,Neutre,2,Oui,Lycee,Moderee,Homme,68
19,67,Moyen,Haut,Non,5,77,Moyen,Oui,1,Moyen,Haut,Privee,Negative,4,Non,Master,Proche,Homme,66
8,65,Moyen,Moyen,Non,10,74,Moyen,Oui,1,Moyen,Haut,Privee,Positif,5,Non,Lycee,Proche,Homme,61
19,61,Moyen,Haut,Oui,6,62,Haut,Oui,1,Haut,Moyen,Publique,Neutre,2,Non,Master,Moderee,Femme,64
15,97,Bas,Moyen,Non,7,60,Bas,Oui,4,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,67
15,75,Haut,Moyen,Oui,4,74,Moyen,Oui,3,Moyen,Haut,Publique,Positif,4,Non,Licence,Proche,Femme,68
17,83,Bas,Moyen,Non,6,64,Moyen,Oui,1,Moyen,Moyen,Privee,Positif,4,Non,Lycee,Proche,Femme,65
38,90,Haut,Moyen,Oui,4,60,Bas,Oui,2,Bas,Moyen,Publique,Neutre,4,Non,Licence,Moderee,Homme,74
30,72,Moyen,Moyen,Non,8,84,Moyen,Oui,1,Bas,Haut,Privee,Positif,1,Non,Lycee,Proche,Homme,68
17,73,Moyen,Bas,Non,6,58,Moyen,Oui,4,Moyen,Moyen,Publique,Positif,1,Non,Licence,Proche,Homme,64
26,64,Moyen,Moyen,Oui,7,62,Haut,Oui,3,Moyen,Haut,Privee,Negative,2,Non,Lycee,Proche,Homme,66
27,88,Moyen,Haut,Oui,7,93,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Homme,71
18,61,Bas,Bas,Non,9,54,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Proche,Femme,59
19,84,Moyen,Moyen,Oui,7,56,Bas,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Moderee,Femme,65
28,89,Moyen,Moyen,Non,6,75,Moyen,Oui,1,Bas,Bas,Privee,Negative,3,Non,Lycee,Moderee,Homme,68
18,79,Moyen,Haut,Oui,6,96,Moyen,Oui,3,Moyen,Bas,Publique,Positif,3,Oui,Master,Proche,Homme,69
18,70,Moyen,Moyen,Non,7,86,Moyen,Oui,1,Haut,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,65
17,79,Haut,Haut,Oui,8,78,Moyen,Oui,2,Haut,Moyen,Publique,Positif,5,Non,Lycee,Proche,Femme,70
20,69,Haut,Haut,Oui,6,73,Moyen,Oui,2,Bas,Moyen,Privee,Positif,3,Non,Lycee,Loin,Homme,66
22,79,Moyen,Moyen,Non,9,94,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,68
20,67,Bas,Moyen,Oui,7,76,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Homme,63
24,88,Bas,Moyen,Oui,6,86,Bas,Oui,0,Bas,Bas,Publique,Negative,3,Non,Licence,Proche,Homme,67
7,86,Moyen,Bas,Non,9,88,Moyen,Oui,2,Bas,Moyen,Publique,Negative,2,Non,Licence,Proche,Femme,63
24,60,Moyen,Haut,Oui,9,83,Haut,Oui,2,Moyen,Bas,Publique,Positif,3,Oui,Lycee,Proche,Homme,66
24,78,Bas,Haut,Oui,10,61,Haut,Oui,2,Moyen,Moyen,Publique,Positif,4,Non,Licence,Moderee,Femme,69
14,81,Moyen,Haut,Oui,6,64,Bas,Non,2,Haut,Haut,Publique,Neutre,2,Non,Lycee,Loin,Femme,64
30,69,Moyen,Moyen,Oui,7,66,Moyen,Oui,0,Moyen,Bas,Publique,Positif,4,Non,Master,Proche,Femme,68
14,89,Moyen,Haut,Oui,6,94,Bas,Oui,0,Bas,Moyen,Privee,Neutre,2,Non,Master,Proche,Homme,68
28,89,Moyen,Bas,Oui,6,71,Bas,Oui,2,Bas,Moyen,Privee,Neutre,4,Non,Licence,Moderee,Homme,70
20,94,Moyen,Moyen,Oui,10,50,Bas,Oui,1,Bas,Haut,Privee,Negative,4,Oui,Master,Proche,Femme,68
23,94,Moyen,Bas,Oui,4,78,Moyen,Oui,2,Haut,Haut,Publique,Neutre,4,Non,Lycee,Moderee,Homme,71
13,97,Haut,Moyen,Non,8,65,Haut,Oui,1,Bas,Moyen,Privee,Positif,2,Non,Lycee,Proche,Femme,69
20,93,Moyen,Moyen,Oui,7,50,Moyen,Oui,1,Haut,Haut,Publique,Positif,4,Non,Licence,Proche,Homme,71
29,98,Moyen,Haut,Non,5,86,Bas,Oui,2,Moyen,Moyen,Privee,Negative,4,Non,Lycee,Loin,Homme,73
14,83,Haut,Moyen,Non,7,84,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,66
21,77,Haut,Bas,Oui,7,100,Bas,Oui,2,Haut,Haut,Publique,Positif,4,Non,Licence,Proche,Femme,70
27,75,Moyen,Moyen,Non,8,60,Moyen,Oui,4,Moyen,Moyen,Publique,Positif,2,Non,Master,Moderee,Femme,69
25,86,Haut,Moyen,Non,6,65,Moyen,Oui,2,Moyen,Haut,Publique,Positif,5,Non,Lycee,Moderee,Homme,71
9,86,Haut,Haut,Non,8,80,Moyen,Oui,1,Bas,Moyen,Publique,Positif,5,Non,Licence,Loin,Femme,67
22,90,Moyen,Bas,Oui,6,72,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Licence,Proche,Homme,68
20,65,Haut,Moyen,Oui,8,71,Bas,Oui,2,Bas,Moyen,Privee,Neutre,3,Oui,Licence,Proche,Femme,63
18,89,Moyen,Moyen,Non,5,53,Moyen,Oui,5,Bas,Haut,Privee,Neutre,4,Non,Licence,Proche,Homme,69
13,78,Moyen,Haut,Non,7,82,Haut,Oui,0,Bas,Haut,Publique,Neutre,2,Non,Licence,Moderee,Femme,65
27,64,Moyen,Moyen,Oui,7,77,Haut,Oui,3,Haut,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Homme,68
5,61,Haut,Moyen,Non,9,84,Haut,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Licence,Proche,Homme,60
26,89,Moyen,Moyen,Oui,8,59,Bas,Oui,1,Bas,Haut,Publique,Neutre,4,Non,Lycee,Proche,Homme,70
18,97,Moyen,Haut,Non,8,67,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,70
24,98,Moyen,Moyen,Oui,7,91,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,4,Non,Master,Proche,Homme,74
11,81,Moyen,Moyen,Oui,6,82,Haut,Oui,3,Moyen,Haut,Publique,Neutre,4,Non,Lycee,Proche,Homme,67
6,93,Moyen,Moyen,Non,7,52,Haut,Oui,0,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Proche,Femme,64
18,95,Moyen,Moyen,Oui,7,91,Bas,Oui,0,Bas,Moyen,Publique,Positif,4,Oui,Master,Moderee,Homme,69
17,73,Haut,Moyen,Non,5,90,Haut,Oui,1,Bas,Moyen,Privee,Positif,4,Non,Lycee,Proche,Homme,67
13,90,Moyen,Moyen,Non,5,63,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Femme,64
16,75,Haut,Moyen,Oui,9,62,Moyen,Oui,3,Bas,Moyen,Publique,Positif,4,Non,Lycee,Moderee,Femme,66
13,80,Bas,Haut,Oui,4,66,Haut,Oui,2,Bas,Moyen,Publique,Negative,2,Non,Lycee,Moderee,Femme,64
20,90,Haut,Haut,Oui,6,69,Moyen,Oui,2,Haut,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,72
20,61,Bas,Bas,Oui,6,63,Moyen,Oui,1,Moyen,Haut,Publique,Positif,4,Non,Licence,Loin,Homme,61
14,87,Moyen,Moyen,Non,6,76,Moyen,Oui,1,Bas,Moyen,Privee,Positif,4,Non,Licence,Loin,Femme,66
14,98,Moyen,Moyen,Oui,7,84,Bas,Oui,3,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,70
28,80,Moyen,Haut,Oui,8,61,Bas,Oui,1,Bas,Moyen,Privee,Negative,3,Non,Licence,Loin,Femme,68
23,74,Bas,Bas,Non,9,61,Bas,Oui,0,Moyen,Bas,Publique,Positif,4,Non,Master,Proche,Homme,64
22,97,Bas,Moyen,Non,8,75,Moyen,Oui,1,Moyen,Moyen,Privee,Positif,4,Non,Master,Proche,Homme,71
23,85,Moyen,Moyen,Oui,6,91,Bas,Oui,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Loin,Homme,68
17,87,Moyen,Haut,Oui,6,74,Bas,Oui,1,Bas,Haut,Privee,Neutre,3,Non,Licence,Moderee,Femme,68
13,82,Moyen,Moyen,Oui,7,88,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Femme,65
26,94,Bas,Haut,Oui,6,92,Bas,Oui,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,72
23,82,Bas,Moyen,Oui,8,54,Moyen,Oui,0,Moyen,Haut,Publique,Negative,1,Non,Lycee,Proche,Femme,65
13,65,Bas,Haut,Oui,6,73,Moyen,Oui,0,Bas,Moyen,Privee,Positif,3,Non,Master,Proche,Femme,62
18,73,Moyen,Moyen,Oui,8,75,Moyen,Oui,0,Haut,Moyen,Publique,Neutre,1,Oui,Licence,Proche,Femme,64
23,95,Haut,Moyen,Non,7,57,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Proche,Femme,70
18,91,Haut,Moyen,Non,7,73,Bas,Oui,0,Bas,Moyen,Publique,Negative,4,Non,Licence,Proche,Homme,68
26,64,Bas,Haut,Oui,9,53,Moyen,Non,2,Bas,Haut,Publique,Negative,4,Non,Licence,Proche,Homme,64
23,64,Haut,Moyen,Oui,6,60,Bas,Oui,2,Moyen,Moyen,Publique,Negative,3,Non,Licence,Proche,Femme,65
16,83,Bas,Moyen,Non,6,57,Moyen,Oui,0,Haut,Bas,Publique,Positif,4,Oui,Lycee,Proche,Femme,63
24,73,Moyen,Haut,Oui,8,64,Moyen,Oui,4,Haut,Moyen,Privee,Neutre,3,Oui,Licence,Moderee,Homme,68
15,78,Haut,Haut,Non,9,75,Bas,Oui,1,Bas,Moyen,Publique,Negative,1,Non,Lycee,Proche,Homme,65
20,66,Moyen,Moyen,Non,6,90,Haut,Oui,0,Moyen,Moyen,Publique,Neutre,1,Non,Licence,Proche,Femme,64
27,63,Moyen,Haut,Non,6,51,Bas,Oui,0,Bas,Moyen,Publique,Positif,2,Non,Master,Moderee,Homme,64
21,78,Haut,Moyen,Non,8,84,Bas,Oui,1,Haut,Bas,Publique,Positif,4,Non,Lycee,Proche,Homme,68
23,82,Moyen,Haut,Non,6,83,Moyen,Oui,2,Moyen,Moyen,Privee,Positif,3,Non,Master,Moderee,Homme,71
18,78,Haut,Moyen,Oui,7,71,Bas,Oui,3,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Homme,67
18,67,Haut,Moyen,Non,6,51,Moyen,Oui,0,Moyen,Haut,Publique,Positif,2,Non,Licence,Proche,Femme,64
18,83,Haut,Bas,Non,9,76,Moyen,Oui,0,Moyen,Bas,Privee,Neutre,4,Non,Lycee,Proche,Femme,66
15,99,Bas,Moyen,Oui,8,94,Moyen,Oui,2,Moyen,Moyen,Privee,Neutre,3,Non,Master,Proche,Homme,71
20,90,Bas,Moyen,Non,6,85,Haut,Non,3,Bas,Haut,Privee,Neutre,2,Non,Licence,Proche,Homme,69
21,76,Haut,Haut,Oui,9,72,Bas,Oui,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Moderee,Femme,67
17,91,Haut,Bas,Oui,10,84,Moyen,Oui,7,Bas,Haut,Publique,Neutre,4,Oui,Licence,Moderee,Homme,71
17,94,Bas,Bas,Non,7,76,Haut,Oui,3,Bas,Haut,Publique,Neutre,3,Oui,Licence,Loin,Homme,67
20,82,Bas,Bas,Oui,7,52,Bas,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Licence,Proche,Femme,64
22,89,Haut,Haut,Oui,8,89,Moyen,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Moderee,Homme,71
21,79,Moyen,Haut,Oui,8,87,Moyen,Oui,1,Bas,Haut,Publique,Neutre,2,Non,Master,Moderee,Homme,69
21,85,Moyen,Moyen,Non,8,80,Moyen,Oui,3,Bas,Haut,Publique,Positif,3,Oui,Licence,Moderee,Femme,68
29,63,Bas,Bas,Oui,9,97,Haut,Non,3,Moyen,Haut,Publique,Negative,3,Non,Lycee,Proche,Homme,66
37,96,Haut,Moyen,Oui,7,63,Moyen,Oui,0,Moyen,Haut,Privee,Positif,4,Non,Lycee,Proche,Homme,76
23,80,Haut,Haut,Oui,6,97,Moyen,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,70
34,81,Moyen,Moyen,Oui,9,82,Bas,Oui,1,Moyen,Haut,Publique,Negative,2,Non,Lycee,Proche,Homme,71
19,94,Bas,Moyen,Oui,8,75,Moyen,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Licence,Moderee,Femme,68
26,68,Moyen,Moyen,Oui,10,62,Haut,Oui,4,Moyen,Moyen,Publique,Neutre,2,Non,Master,Proche,Femme,69
8,80,Bas,Moyen,Oui,6,85,Moyen,Oui,1,Bas,Haut,Publique,Negative,3,Non,Master,Proche,Homme,63
19,72,Moyen,Bas,Oui,8,58,Moyen,Oui,0,Moyen,Bas,Publique,Neutre,3,Non,Lycee,Proche,Femme,62
14,63,Haut,Haut,Non,8,74,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,4,Non,Master,Moderee,Femme,63
21,93,Bas,Haut,Oui,9,78,Bas,Oui,1,Moyen,Bas,Publique,Neutre,2,Oui,Lycee,Loin,Homme,67
21,70,Moyen,Haut,Non,6,78,Moyen,Oui,3,Moyen,Bas,Publique,Neutre,2,Non,Licence,Loin,Homme,65
20,83,Moyen,Bas,Oui,6,97,Haut,Oui,2,Bas,Haut,Publique,Neutre,4,Non,Lycee,Moderee,Femme,68
21,63,Haut,Bas,Oui,9,60,Moyen,Oui,2,Moyen,Moyen,Publique,Negative,2,Non,Master,Proche,Homme,64
16,73,Moyen,Moyen,Oui,6,75,Haut,Oui,3,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,66
16,94,Moyen,Moyen,Non,9,93,Bas,Oui,1,Bas,Moyen,Publique,Negative,4,Non,Master,Proche,Femme,68
21,62,Moyen,Bas,Non,6,74,Haut,Oui,0,Bas,Haut,Privee,Positif,3,Oui,Master,Loin,Homme,62
18,74,Moyen,Moyen,Non,6,78,Haut,Oui,0,Haut,Moyen,Publique,Positif,2,Non,Lycee,Moderee,Femme,65
23,74,Moyen,Bas,Oui,8,66,Bas,Oui,0,Haut,Moyen,Publique,Negative,4,Non,Master,Proche,Femme,65
14,64,Moyen,Haut,Non,8,62,Bas,Oui,1,Moyen,Haut,Publique,Positif,4,Oui,Lycee,Moderee,Homme,61
30,87,Bas,Moyen,Non,7,59,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Moderee,Homme,69
21,62,Haut,Haut,Non,8,73,Moyen,Oui,2,Haut,Moyen,Privee,Negative,2,Non,Licence,Proche,Femme,66
21,62,Moyen,Moyen,Non,7,94,Bas,Oui,1,Bas,Haut,Privee,Positif,3,Non,Licence,Moderee,Femme,64
17,96,Haut,Moyen,Non,6,60,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Licence,Proche,Femme,69
24,75,Haut,Haut,Oui,6,51,Haut,Non,1,Moyen,Haut,Publique,Negative,3,Non,Lycee,Proche,Homme,67
29,90,Bas,Moyen,Oui,7,95,Moyen,Oui,0,Haut,Haut,Publique,Neutre,2,Oui,Lycee,Proche,Homme,71
29,77,Moyen,Bas,Oui,10,91,Haut,Oui,2,Bas,Moyen,Publique,Negative,4,Non,Master,Proche,Femme,70
20,72,Moyen,Bas,Oui,6,89,Bas,Oui,1,Bas,Moyen,Privee,Negative,3,Non,Lycee,Loin,Homme,62
18,79,Haut,Haut,Oui,6,74,Moyen,Oui,3,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,69
13,71,Moyen,Haut,Oui,8,65,Haut,Oui,2,Moyen,Moyen,Publique,Neutre,4,Non,Master,Proche,Femme,66
16,86,Bas,Haut,Oui,7,89,Bas,Oui,1,Moyen,Bas,Publique,Positif,2,Non,Master,Proche,Femme,68
16,67,Moyen,Moyen,Oui,5,53,Bas,Oui,2,Moyen,Moyen,Privee,Positif,3,Non,Lycee,Moderee,Homme,62
14,99,Moyen,Moyen,Oui,8,80,Haut,Oui,3,Moyen,Bas,Privee,Neutre,4,Non,Licence,Proche,Femme,71
25,98,Moyen,Moyen,Oui,7,90,Haut,Oui,1,Haut,Bas,Publique,Neutre,4,Non,Master,Proche,Homme,94
20,68,Moyen,Moyen,Oui,7,89,Moyen,Oui,0,Moyen,Haut,Privee,Positif,3,Non,Lycee,Loin,Femme,65
21,89,Bas,Moyen,Non,7,76,Moyen,Oui,3,Haut,Moyen,Publique,Positif,2,Non,Lycee,Loin,Femme,68
29,83,Moyen,Moyen,Non,7,55,Haut,Oui,2,Bas,Bas,Privee,Negative,4,Non,Lycee,Proche,Femme,68
