Heures_Etudiees,Presence,Implication_Parentale,Acces_aux_Ressources,Activites_Extrascolaires,Heures_Sommeil,Scores_Precedents,Niveau_Motivation,Acces_Internet,Sessions_Tutorat,Revenu_Famille,Qualite_Enseignant,Type_Ecole,Influence_Entourage,Activite_Physique,Troubles_Apprentissage,Niveau_Education_Parents,Distance_Maison,Genre,Score_Examen
24,72,Haut,Bas,Oui,8,88,Haut,Oui,3,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,68
21,62,Moyen,Bas,Non,6,74,Haut,Oui,0,Bas,Haut,Privee,Positif,3,Oui,Master,Loin,Homme,62
11,85,Moyen,Bas,Oui,4,92,Bas,Oui,0,Moyen,Haut,Publique,Neutre,1,Non,Licence,Proche,Homme,64
29,70,Bas,Haut,Non,8,97,Bas,Oui,3,Bas,Haut,Publique,Positif,3,Non,Master,Moderee,Homme,70
31,72,Moyen,Moyen,Non,8,98,Haut,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Licence,Loin,Homme,68
16,91,Moyen,Moyen,Non,8,63,Haut,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Licence,Proche,Femme,69
18,73,Bas,Moyen,Oui,8,88,Bas,Oui,3,Bas,Moyen,Publique,Positif,4,Non,Licence,Moderee,Homme,65
22,70,Moyen,Haut,Oui,8,72,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,67
24,91,Haut,Moyen,Non,7,93,Bas,Oui,0,Moyen,Moyen,Publique,Positif,2,Non,Lycee,Moderee,Homme,71
32,65,Moyen,Bas,Oui,8,57,Bas,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,65
19,78,Moyen,Moyen,Oui,9,74,Bas,Oui,2,Bas,Moyen,Publique,Positif,5,Non,Lycee,Moderee,Femme,66
15,80,Haut,Moyen,Non,7,80,Moyen,Oui,0,Bas,Bas,Publique,Neutre,5,Non,Lycee,Proche,Femme,65
12,87,Moyen,Moyen,Oui,7,53,Bas,Oui,2,Moyen,Moyen,Privee,Neutre,1,Non,Licence,Proche,Homme,65
16,85,Bas,Moyen,Non,7,93,Haut,Oui,1,Moyen,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,68
20,92,Moyen,Moyen,Oui,5,66,Moyen,Oui,2,Moyen,Moyen,Publique,Negative,2,Oui,Licence,Moderee,Homme,68
31,62,Haut,Moyen,Non,8,83,Moyen,Oui,0,Moyen,Haut,Privee,Neutre,2,Oui,Licence,Proche,Femme,67
17,72,Bas,Moyen,Oui,5,96,Haut,Oui,3,Haut,Moyen,Publique,Negative,3,Non,Lycee,Moderee,Homme,65
21,71,Moyen,Bas,Non,8,86,Moyen,Oui,2,Moyen,Haut,Publique,Neutre,2,Non,Licence,Proche,Homme,66
20,66,Moyen,Moyen,Oui,7,94,Bas,Oui,0,Moyen,Bas,Publique,Neutre,4,Non,Lycee,Moderee,Femme,63
35,72,Haut,Haut,Oui,5,75,Moyen,Oui,1,Bas,Moyen,Publique,Positif,5,Non,Licence,Moderee,Homme,72
17,81,Moyen,Haut,Non,6,78,Moyen,Oui,2,Bas,Moyen,Privee,Positif,2,Non,Lycee,Moderee,Homme,67
17,87,Haut,Bas,Oui,6,84,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Non,Licence,Loin,Homme,67
26,75,Bas,Moyen,Oui,9,56,Moyen,Oui,1,Bas,Moyen,Publique,Positif,5,Non,Lycee,Moderee,Homme,66
24,89,Bas,Moyen,Non,7,83,Moyen,Non,1,Bas,Bas,Publique,Neutre,3,Non,Lycee,Moderee,Homme,66
31,73,Haut,Moyen,Oui,8,57,Moyen,Oui,2,Bas,Haut,Publique,Neutre,4,Non,Lycee,Loin,Homme,69
24,72,Moyen,Bas,Oui,9,53,Moyen,Oui,0,Bas,Haut,Privee,Neutre,4,Oui,Lycee,Moderee,Homme,62
18,82,Bas,Moyen,Non,9,73,Bas,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Licence,Proche,Femme,66
24,61,Moyen,Moyen,Non,7,80,Haut,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Master,Moderee,Homme,64
27,63,Haut,Moyen,Oui,6,98,Moyen,Oui,1,Bas,Haut,Publique,Positif,2,Non,Lycee,Moderee,Femme,67
25,77,Haut,Haut,Non,8,85,Moyen,Oui,2,Moyen,Moyen,Publique,Positif,1,Non,Licence,Proche,Homme,71
26,89,Moyen,Bas,Oui,10,61,Bas,Oui,0,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Moderee,Femme,68
27,64,Haut,Bas,Oui,8,58,Moyen,Oui,2,Haut,Haut,Publique,Neutre,1,Non,Master,Loin,Homme,66
28,94,Moyen,Haut,Oui,7,80,Moyen,Oui,3,Bas,Haut,Publique,Positif,4,Non,Master,Loin,Homme,75
24,89,Moyen,Haut,Oui,8,61,Moyen,Oui,1,Bas,Haut,Publique,Positif,3,Non,Master,Proche,Femme,72
19,84,Haut,Bas,Oui,7,85,Moyen,Oui,1,Haut,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,68
21,93,Moyen,Moyen,Oui,6,56,Moyen,Non,1,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,68
27,76,Bas,Haut,Oui,8,67,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,69
15,69,Moyen,Moyen,Oui,7,89,Moyen,Oui,1,Bas,Haut,Publique,Negative,2,Non,Licence,Moderee,Femme,63
22,80,Moyen,Haut,Oui,10,92,Moyen,Oui,0,Moyen,Haut,Publique,Positif,2,Non,Lycee,Proche,Femme,70
18,82,Bas,Moyen,Oui,6,67,Bas,Oui,1,Haut,Bas,Privee,Positif,3,Non,Master,Moderee,Homme,66
20,82,Bas,Bas,Oui,8,60,Moyen,Oui,3,Moyen,Haut,Publique,Positif,4,Non,Lycee,Moderee,Homme,66
28,83,Moyen,Haut,Non,6,98,Moyen,Oui,1,Bas,Haut,Privee,Neutre,2,Non,Master,Moderee,Homme,72
21,98,Bas,Moyen,Non,6,88,Moyen,Oui,1,Moyen,Bas,Publique,Neutre,3,Non,Master,Proche,Homme,71
20,96,Haut,Moyen,Non,4,90,Moyen,Oui,3,Bas,Moyen,Privee,Neutre,2,Non,Licence,Proche,Homme,72
12,95,Moyen,Moyen,Non,8,61,Haut,Oui,4,Haut,Haut,Privee,Neutre,1,Non,Licence,Proche,Homme,69
24,92,Bas,Haut,Oui,6,71,Bas,Oui,2,Bas,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,71
24,98,Moyen,Bas,Non,9,53,Moyen,Oui,3,Haut,Bas,Privee,Negative,2,Non,Master,Loin,Homme,69
33,64,Haut,Moyen,Non,8,55,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,3,Non,Licence,Moderee,Femme,68
18,71,Bas,Bas,Oui,7,61,Bas,Oui,2,Bas,Moyen,Publique,Negative,4,Non,Licence,Proche,Homme,61
21,80,Moyen,Haut,Non,5,65,Haut,Oui,2,Moyen,Bas,Privee,Neutre,1,Non,Master,Moderee,Homme,68
21,94,Haut,Moyen,Oui,8,100,Bas,Oui,0,Bas,Moyen,Publique,Neutre,3,Non,Master,Proche,Homme,72
29,80,Moyen,Moyen,Oui,6,71,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Femme,70
19,90,Haut,Moyen,Oui,5,85,Haut,Oui,0,Moyen,Haut,Privee,Positif,5,Non,Master,Proche,Femme,73
22,66,Moyen,Haut,Non,8,95,Bas,Oui,3,Moyen,Moyen,Privee,Positif,3,Non,Lycee,Moderee,Femme,67
24,70,Moyen,Haut,Non,5,62,Moyen,Oui,2,Bas,Moyen,Privee,Negative,4,Oui,Licence,Proche,Homme,65
21,89,Moyen,Moyen,Non,4,57,Moyen,Oui,1,Haut,Moyen,Privee,Positif,2,Non,Lycee,Proche,Femme,68
17,67,Bas,Haut,Oui,9,62,Haut,Oui,3,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,65
21,74,Haut,Moyen,Non,6,94,Moyen,Oui,1,Bas,Haut,Publique,Positif,1,Non,Lycee,Proche,Homme,97
26,71,Haut,Bas,Oui,4,83,Bas,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Licence,Moderee,Homme,66
14,74,Haut,Haut,Oui,6,73,Haut,Oui,2,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Femme,67
21,88,Haut,Moyen,Non,6,91,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,1,Non,Lycee,Moderee,Femme,70
16,75,Haut,Moyen,Oui,9,62,Moyen,Oui,3,Bas,Moyen,Publique,Positif,4,Non,Lycee,Moderee,Femme,66
27,82,Moyen,Haut,Oui,5,62,Bas,Oui,1,Bas,Haut,Privee,Neutre,4,Non,Lycee,Moderee,Femme,69
11,64,Haut,Moyen,Oui,5,78,Bas,Oui,2,Bas,Haut,Privee,Neutre,4,Non,Licence,Moderee,Homme,62
17,92,Moyen,Bas,Oui,8,90,Haut,Oui,1,Haut,Bas,Publique,Negative,3,Non,Lycee,Proche,Homme,68
22,75,Moyen,Haut,Oui,6,63,Bas,Oui,1,Bas,Moyen,Publique,Positif,2,Non,Licence,Proche,Homme,67
29,86,Moyen,Moyen,Oui,7,61,Moyen,Oui,0,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Loin,Femme,68
20,89,Haut,Moyen,Oui,6,74,Moyen,Oui,1,Bas,Haut,Privee,Neutre,2,Non,Lycee,Moderee,Homme,69
17,68,Moyen,Moyen,Oui,10,57,Moyen,Oui,1,Haut,Moyen,Privee,Positif,1,Oui,Lycee,Moderee,Femme,62
31,95,Haut,Moyen,Oui,5,87,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Master,Moderee,Homme,75
11,85,Moyen,Moyen,Non,7,79,Bas,Oui,2,Haut,Bas,Publique,Positif,3,Non,Lycee,Proche,Homme,65
7,77,Haut,Moyen,Non,9,76,Moyen,Oui,2,Moyen,Haut,Publique,Negative,3,Non,Licence,Moderee,Homme,63
23,67,Haut,Moyen,Non,6,94,Bas,Oui,1,Moyen,Moyen,Publique,Positif,2,Non,Licence,Loin,Homme,66
17,98,Bas,Haut,Non,6,87,Haut,Non,3,Moyen,Moyen,Privee,Positif,5,Non,Licence,Proche,Femme,71
14,90,Haut,Moyen,Oui,8,57,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Oui,Licence,Moderee,Homme,66
24,68,Moyen,Moyen,Non,9,71,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,4,Non,Licence,Proche,Homme,66
21,74,Moyen,Haut,Non,6,66,Bas,Oui,1,Moyen,Haut,Privee,Negative,4,Non,Lycee,Proche,Homme,66
12,88,Moyen,Moyen,Oui,7,86,Haut,Oui,3,Moyen,Haut,Publique,Positif,3,Oui,Lycee,Moderee,Homme,68
25,91,Moyen,Moyen,Non,8,74,Haut,Oui,1,Moyen,Haut,Privee,Positif,3,Non,Licence,Moderee,Homme,71
24,78,Moyen,Moyen,Oui,9,91,Bas,Oui,0,Haut,Haut,Publique,Negative,3,Non,Master,Loin,Femme,68
19,89,Bas,Moyen,Non,8,71,Moyen,Oui,2,Bas,Haut,Publique,Positif,4,Non,Lycee,Proche,Homme,68
31,75,Moyen,Moyen,Non,7,90,Bas,Oui,2,Moyen,Haut,Publique,Neutre,2,Oui,Lycee,Moderee,Homme,68
14,68,Moyen,Moyen,Oui,6,52,Moyen,Oui,2,Bas,Moyen,Publique,Positif,2,Non,Licence,Proche,Homme,62
11,85,Haut,Bas,Oui,10,57,Haut,Oui,0,Moyen,Haut,Publique,Neutre,5,Non,Lycee,Proche,Homme,65
16,99,Bas,Haut,Non,6,88,Haut,Oui,2,Bas,Bas,Publique,Neutre,3,Non,Master,Proche,Homme,71
20,72,Moyen,Haut,Oui,7,56,Bas,Oui,0,Bas,Moyen,Publique,Negative,6,Oui,Licence,Moderee,Homme,63
21,78,Haut,Moyen,Non,8,84,Bas,Oui,1,Haut,Bas,Publique,Positif,4,Non,Lycee,Proche,Homme,68
19,87,Haut,Bas,Oui,8,86,Bas,Oui,1,Moyen,Haut,Publique,Positif,4,Non,Lycee,Moderee,Femme,69
22,82,Haut,Haut,Non,10,83,Moyen,Oui,1,Bas,Haut,Privee,Neutre,2,Oui,Licence,Moderee,Homme,69
12,94,Moyen,Haut,Oui,7,91,Bas,Oui,3,Moyen,Moyen,Privee,Positif,3,Non,Master,Proche,Femme,71
29,90,Moyen,Haut,Non,7,76,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,1,Non,Master,Moderee,Femme,71
20,62,Moyen,Moyen,Oui,9,95,Bas,Oui,0,Moyen,Moyen,Privee,Neutre,3,Oui,Lycee,Proche,Homme,62
27,100,Bas,Bas,Oui,7,78,Bas,Oui,2,Moyen,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,70
22,90,Haut,Haut,Non,8,75,Haut,Oui,1,Bas,Bas,Privee,Neutre,3,Non,Licence,Moderee,Homme,70
23,95,Moyen,Moyen,Oui,7,75,Moyen,Oui,2,Haut,Moyen,Publique,Positif,2,Non,Licence,Proche,Homme,73
23,86,Moyen,Haut,Oui,8,96,Bas,Oui,3,Moyen,Moyen,Privee,Positif,2,Non,Lycee,Moderee,Femme,71
23,94,Moyen,Bas,Oui,8,62,Moyen,Oui,2,Bas,Moyen,Publique,Positif,0,Non,Master,Moderee,Femme,69
28,74,Moyen,Bas,Oui,4,62,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Moderee,Homme,65
21,95,Haut,Moyen,Non,4,55,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,1,Non,Licence,Proche,Homme,71
24,68,Moyen,Moyen,Oui,4,98,Haut,Oui,2,Moyen,Haut,Publique,Negative,2,Non,Lycee,Proche,Homme,68
19,63,Moyen,Haut,Oui,7,56,Moyen,Oui,2,Bas,Moyen,Privee,Positif,3,Non,Lycee,Proche,Femme,64
29,92,Bas,Bas,Oui,4,84,Moyen,Oui,2,Bas,Moyen,Publique,Negative,3,Non,Master,Proche,Homme,71
16,93,Bas,Moyen,Non,7,71,Moyen,Oui,0,Moyen,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,67
31,67,Moyen,Bas,Non,7,92,Haut,Oui,2,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Loin,Femme,66
20,94,Bas,Haut,Oui,8,89,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,71
11,87,Bas,Moyen,Non,8,57,Haut,Oui,0,Bas,Moyen,Publique,Negative,2,Non,Lycee,Moderee,Homme,62
21,81,Haut,Moyen,Non,8,73,Moyen,Oui,3,Bas,Moyen,Publique,Positif,2,Oui,Lycee,Proche,Homme,67
16,93,Moyen,Bas,Oui,8,51,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,2,Non,Licence,Proche,Homme,67
25,77,Bas,Moyen,Oui,7,71,Moyen,Oui,0,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,66
16,68,Bas,Moyen,Oui,7,85,Haut,Oui,1,Bas,Haut,Privee,Positif,3,Non,Master,Moderee,Femme,64
17,71,Bas,Moyen,Oui,6,62,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,3,Oui,Licence,Proche,Homme,62
9,80,Moyen,Haut,Non,7,91,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Licence,Proche,Femme,65
17,81,Moyen,Bas,Oui,5,53,Bas,Oui,0,Moyen,Moyen,Publique,Neutre,1,Non,Licence,Proche,Homme,63
5,92,Moyen,Moyen,Oui,9,52,Moyen,Oui,2,Haut,Moyen,Privee,Neutre,4,Oui,Licence,Moderee,Femme,64
10,92,Bas,Haut,Oui,6,51,Bas,Oui,1,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Femme,65
25,83,Moyen,Haut,Non,7,64,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,2,Non,Licence,Moderee,Homme,68
25,91,Moyen,Haut,Oui,7,73,Moyen,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,72
23,68,Moyen,Moyen,Oui,9,55,Moyen,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Licence,Moderee,Homme,64
14,62,Haut,Moyen,Non,4,100,Bas,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,62
20,95,Moyen,Bas,Oui,7,100,Bas,Non,3,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Proche,Femme,69
20,63,Bas,Bas,Oui,8,76,Moyen,Oui,3,Moyen,Moyen,Publique,Neutre,4,Non,Master,Proche,Femme,64
13,70,Haut,Moyen,Non,10,78,Moyen,Oui,1,Bas,Moyen,Publique,Negative,2,Non,Lycee,Loin,Femme,61
29,88,Moyen,Haut,Non,7,96,Bas,Oui,2,Bas,Bas,Publique,Positif,2,Non,Lycee,Proche,Femme,72
25,76,Moyen,Bas,Oui,6,88,Bas,Oui,1,Moyen,Moyen,Privee,Negative,3,Non,Licence,Loin,Homme,66
19,95,Haut,Bas,Non,10,58,Bas,Oui,2,Haut,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,69
20,72,Moyen,Moyen,Non,8,90,Haut,Non,2,Bas,Bas,Privee,Neutre,2,Non,Licence,Proche,Femme,65
21,60,Haut,Moyen,Oui,9,62,Moyen,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,64
8,72,Bas,Moyen,Oui,5,72,Moyen,Oui,3,Haut,Bas,Privee,Positif,4,Non,Lycee,Proche,Femme,62
19,83,Moyen,Moyen,Non,8,77,Haut,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Lycee,Loin,Homme,66
16,75,Bas,Bas,Oui,5,86,Moyen,Oui,0,Bas,Moyen,Publique,Positif,1,Non,Licence,Moderee,Femme,62
14,81,Moyen,Moyen,Oui,5,58,Haut,Oui,3,Bas,Haut,Publique,Negative,4,Non,Master,Moderee,Homme,66
18,95,Moyen,Haut,Non,8,54,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Femme,70
31,96,Moyen,Moyen,Oui,8,93,Bas,Oui,3,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,75
24,71,Bas,Haut,Oui,6,91,Moyen,Oui,3,Haut,Moyen,Publique,Neutre,2,Non,Lycee,Loin,Femme,67
17,78,Bas,Moyen,Oui,9,76,Bas,Oui,4,Moyen,Moyen,Publique,Positif,2,Non,Licence,Proche,Homme,66
23,82,Moyen,Haut,Non,6,83,Moyen,Oui,2,Moyen,Moyen,Privee,Positif,3,Non,Master,Moderee,Homme,71
28,98,Haut,Moyen,Oui,7,86,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,75
26,100,Haut,Haut,Non,7,74,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,2,Non,Lycee,Loin,Femme,72
16,89,Moyen,Moyen,Oui,9,74,Moyen,Non,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Loin,Homme,65
24,75,Bas,Moyen,Non,5,98,Haut,Oui,1,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,67
22,60,Moyen,Moyen,Non,6,92,Bas,Oui,2,Bas,Haut,Publique,Negative,2,Non,Lycee,Proche,Homme,63
25,60,Moyen,Bas,Oui,5,73,Bas,Oui,1,Moyen,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,62
24,78,Bas,Haut,Oui,10,61,Haut,Oui,2,Moyen,Moyen,Publique,Positif,4,Non,Licence,Moderee,Femme,69
26,80,Moyen,Moyen,Oui,7,94,Moyen,Oui,1,Bas,Moyen,Privee,Positif,2,Non,Master,Moderee,Homme,70
17,61,Bas,Moyen,Oui,6,82,Haut,Oui,0,Moyen,Haut,Publique,Neutre,4,Non,Master,Proche,Homme,63
28,87,Moyen,Moyen,Oui,7,70,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,2,Non,Master,Proche,Homme,71
21,72,Moyen,Bas,Oui,8,56,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Homme,63
32,82,Bas,Moyen,Oui,8,88,Bas,Oui,0,Haut,Moyen,Publique,Positif,2,Non,Licence,Moderee,Homme,71
16,72,Moyen,Moyen,Oui,6,66,Bas,Oui,0,Bas,Moyen,Privee,Positif,4,Non,Licence,Proche,Homme,63
21,76,Moyen,Bas,Oui,5,78,Haut,Non,0,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
16,69,Haut,Haut,Oui,7,85,Moyen,Oui,0,Haut,Haut,Privee,Negative,3,Non,Lycee,Proche,Femme,66
17,81,Bas,Moyen,Oui,9,77,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,4,Non,Licence,Loin,Homme,66
18,68,Haut,Haut,Non,6,82,Bas,Oui,0,Moyen,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,66
23,66,Moyen,Haut,Non,6,83,Moyen,Oui,0,Haut,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,66
17,87,Moyen,Moyen,Oui,5,60,Moyen,Oui,4,Moyen,Moyen,Privee,Positif,3,Oui,Lycee,Proche,Femme,67
20,90,Haut,Moyen,Non,8,70,Moyen,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Moderee,Femme,68
33,64,Moyen,Bas,Oui,10,76,Bas,Oui,2,Haut,Haut,Privee,Neutre,3,Non,Lycee,Proche,Homme,68
30,79,Bas,Moyen,Non,8,84,Moyen,Oui,3,Bas,Moyen,Privee,Negative,3,Non,Licence,Moderee,Femme,69
23,63,Moyen,Bas,Oui,6,87,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,2,Non,Master,Proche,Homme,64
20,84,Moyen,Moyen,Non,6,85,Moyen,Oui,0,Moyen,Moyen,Privee,Positif,3,Non,Lycee,Moderee,Homme,67
21,71,Moyen,Moyen,Oui,10,55,Bas,Oui,1,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Moderee,Femme,63
14,81,Moyen,Haut,Oui,6,64,Bas,Non,2,Haut,Haut,Publique,Neutre,2,Non,Lycee,Loin,Femme,64
18,97,Bas,Moyen,Non,7,70,Bas,Oui,0,Haut,Moyen,Publique,Neutre,2,Oui,Lycee,Proche,Femme,66
10,82,Haut,Moyen,Non,7,82,Bas,Oui,2,Bas,Haut,Privee,Neutre,4,Non,Lycee,Proche,Homme,65
22,83,Moyen,Moyen,Oui,8,60,Bas,Non,4,Moyen,Moyen,Publique,Neutre,2,Non,Master,Moderee,Femme,68
24,76,Bas,Haut,Non,9,75,Bas,Oui,0,Bas,Moyen,Privee,Positif,5,Non,Lycee,Proche,Homme,66
17,98,Haut,Haut,Non,9,94,Bas,Oui,0,Haut,Bas,Publique,Negative,3,Non,Licence,Proche,Homme,71
29,91,Moyen,Haut,Oui,7,87,Moyen,Non,2,Moyen,Haut,Privee,Negative,4,Non,Licence,Proche,Femme,74
13,71,Moyen,Haut,Non,7,86,Bas,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,65
11,94,Bas,Haut,Oui,8,92,Haut,Oui,0,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Femme,68
21,77,Moyen,Haut,Oui,6,70,Bas,Non,2,Haut,Moyen,Privee,Positif,2,Non,Licence,Proche,Homme,68
26,93,Moyen,Moyen,Non,8,88,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,4,Oui,Licence,Proche,Homme,72
30,93,Haut,Haut,Oui,7,53,Moyen,Oui,3,Bas,Moyen,Privee,Negative,2,Non,Master,Moderee,Femme,74
17,68,Bas,Haut,Non,8,53,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,2,Non,Licence,Proche,Homme,61
26,88,Bas,Bas,Non,10,67,Bas,Oui,0,Bas,Bas,Privee,Positif,3,Non,Lycee,Loin,Homme,65
20,72,Haut,Bas,Non,8,60,Bas,Oui,0,Bas,Moyen,Publique,Neutre,5,Non,Lycee,Proche,Homme,63
19,72,Haut,Moyen,Oui,7,76,Moyen,Oui,1,Moyen,Haut,Publique,Positif,2,Non,Lycee,Moderee,Femme,66
25,72,Bas,Haut,Oui,6,59,Moyen,Oui,2,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,66
24,89,Haut,Moyen,Oui,7,99,Moyen,Oui,2,Bas,Haut,Privee,Neutre,4,Non,Lycee,Proche,Femme,73
11,69,Moyen,Moyen,Non,5,93,Moyen,Oui,0,Moyen,Haut,Publique,Negative,4,Non,Licence,Proche,Homme,63
28,89,Haut,Bas,Oui,4,90,Haut,Oui,3,Bas,Haut,Publique,Positif,2,Oui,Master,Moderee,Femme,73
16,67,Bas,Haut,Oui,8,98,Moyen,Oui,0,Haut,Bas,Privee,Negative,3,Non,Lycee,Moderee,Homme,63
22,64,Moyen,Haut,Oui,8,68,Moyen,Oui,2,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Proche,Homme,65
22,75,Bas,Bas,Oui,6,62,Moyen,Oui,0,Haut,Haut,Publique,Negative,3,Non,Master,Proche,Femme,65
17,79,Bas,Haut,Oui,7,82,Moyen,Oui,0,Moyen,Haut,Publique,Negative,2,Non,Licence,Proche,Homme,66
16,62,Haut,Moyen,Non,4,89,Haut,Oui,3,Bas,Moyen,Publique,Neutre,3,Non,Licence,Proche,Femme,65
20,99,Moyen,Moyen,Non,8,75,Moyen,Oui,2,Bas,Haut,Privee,Negative,2,Non,Master,Loin,Femme,70
27,89,Moyen,Moyen,Non,7,65,Moyen,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,70
23,73,Haut,Moyen,Oui,9,75,Moyen,Oui,0,Haut,Haut,Privee,Positif,3,Non,Lycee,Moderee,Femme,68
18,73,Moyen,Haut,Non,8,53,Moyen,Non,1,Bas,Haut,Publique,Neutre,3,Non,Master,Moderee,Homme,64
25,78,Moyen,Moyen,Non,7,86,Moyen,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Master,Moderee,Femme,68
3,85,Bas,Haut,Non,8,73,Bas,Oui,2,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,62
10,68,Bas,Moyen,Non,6,96,Bas,Oui,1,Haut,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,61
18,94,Haut,Moyen,Oui,7,56,Bas,Non,1,Bas,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,69
13,70,Moyen,Moyen,Oui,7,100,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
12,75,Moyen,Haut,Oui,6,98,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,2,Non,Licence,Loin,Homme,65
27,95,Moyen,Haut,Non,7,81,Bas,Oui,3,Bas,Moyen,Publique,Neutre,2,Non,Lycee,Moderee,Homme,72
17,87,Moyen,Moyen,Oui,7,91,Haut,Oui,3,Bas,Haut,Publique,Positif,3,Oui,Licence,Proche,Femme,70
22,74,Moyen,Haut,Oui,10,51,Moyen,Non,1,Moyen,Moyen,Privee,Negative,4,Non,Lycee,Proche,Homme,65
20,87,Moyen,Moyen,Non,7,99,Moyen,Oui,3,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,69
23,61,Haut,Bas,Oui,6,73,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,65
20,89,Bas,Moyen,Oui,7,95,Bas,Oui,3,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Proche,Homme,69
